"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"hispanic","male",39,4362.0737151,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",37,4362.0737151,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",9,4267.0762305,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",6,4336.2069599,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",56,4989.8180519,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",26,7302.0347646,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",25,7302.0347646,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",60,8099.7804197,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",57,8099.7804197,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",23,8846.2082142,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,8404.8527492,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",32,8875.7421346,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",27,6351.4666561,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",37,9371.9296632,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",28,13298.244857,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,5629.1107689,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",58,5629.1107689,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",25,6593.2828786,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",22,6593.2828786,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",18,6593.2828786,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",15,6593.2828786,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",81,6267.1403827,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",79,6022.1297947,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",63,12137.250349,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",29,18864.001899,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",32,15156.232611,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",59,12137.250349,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",50,6178.3487479,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",64,6178.3487479,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",60,6578.2388603,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",50,6825.7522508,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",50,6825.7522508,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,6649.7168881,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",20,7823.1569563,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",68,7327.7646819,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",69,7327.7646819,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",28,15547.000051,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",57,5577.6820552,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",43,5632.857355,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",40,6979.5512392,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",3,8444.9029505,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",42,6117.1006198,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,6117.1006198,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",5,7197.5884892,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",3,6828.1222026,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",81,3935.5883942,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",87,4448.4632987,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",83,3582.6247527,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",46,7534.9179033,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",39,7534.9179033,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",9,9585.536064,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,7008.021015,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",2,7881.4166945,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",56,4727.559591,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",60,4602.1151116,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",61,4431.8415217,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,7337.98711,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",40,7337.98711,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",13,8030.3888331,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",30,6809.6792531,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",66,4836.5312457,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,4836.5312457,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",31,6792.9239035,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",56,4976.8404271,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",77,4976.8404271,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",29,7302.0347646,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",70,4299.7370578,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",63,3993.7044296,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",56,5876.3688251,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",64,5876.3688251,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",23,6870.7444301,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",59,5735.091083,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,6458.2239598,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",77,5333.4159505,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",80,5333.4159505,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",30,1947.381065,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",28,1947.381065,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",30,2317.5195297,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",50,8215.1852732,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",49,8215.1852732,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",14,7100.4798598,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",12,7100.4798598,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",11,6843.6026564,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",64,6120.6868806,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,4794.4845138,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",81,4794.4845138,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",35,7096.8286615,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",33,6370.0162114,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",64,8086.0710197,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",36,8036.1771762,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",36,8036.1771762,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",5,8262.0060397,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,12811.40996,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","female",55,12811.40996,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","female",20,16414.253351,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",17,16414.253351,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",59,5123.1162545,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",52,5123.1162545,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",18,5289.1216745,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",50,6280.0726607,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",44,6280.0726607,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",22,6611.0108388,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",16,7231.5294389,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",14,6862.0036742,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",52,16481.283873,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",51,16481.283873,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",35,4572.6405804,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",33,4280.2001899,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",40,4572.6405804,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",13,9336.5243828,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",26,10495.702568,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,9285.2356708,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",21,10224.268179,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",39,8125.4328536,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",11,8032.2326212,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",25,15017.124099,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",24,18289.136556,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",27,7414.1292848,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","male",50,7420.6439687,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",50,7420.6439687,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",11,6453.3963845,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",63,4849.5350661,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",38,7009.6133047,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",47,10938.214235,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",44,10938.214235,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",19,12182.148432,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",14,9463.98589,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",43,7137.982952,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",42,7137.982952,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",73,5184.7557724,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",51,5701.239594,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",62,4507.091512,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,4507.091512,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",11,5634.0634034,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",68,4614.7443719,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",58,4158.7302689,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",56,4158.7302689,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","male",77,2737.8498477,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",55,5089.1143267,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",27,7205.4684093,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",67,5855.6912202,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",60,4714.1665121,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",60,3918.1502912,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",66,3918.1502912,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",35,6365.3182707,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,5451.8561141,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,5451.8561141,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",1,6876.5983038,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",42,3851.8468959,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",65,6778.8192572,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",66,6778.8192572,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",71,4561.8819696,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",76,4561.8819696,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",30,10620.587328,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",39,10620.587328,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",2,12692.582607,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",76,6724.7881737,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",67,6970.2060437,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",40,4859.7677051,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",16,5728.6865446,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",15,5728.6865446,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",9,5746.7996481,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",9,4573.8696103,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",5,5437.7046297,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",44,9613.4281731,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",10,9501.1894971,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",73,2820.0387521,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",61,10245.905883,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",32,4742.2945881,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",5,4394.3222698,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",4,4864.3003817,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,3606.5289127,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",59,3395.0715191,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",24,4250.3396836,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",32,10754.401638,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",17,8225.8096012,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,9487.7463986,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",9,13480.010057,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",5,9965.2827837,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",41,4153.4248839,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",15,3745.1860709,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",39,4546.0982134,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,4299.5952548,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",9,4723.2732126,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",3,5044.8010733,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",51,5173.5906045,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",45,5173.5906045,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",16,4582.8576811,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",33,12337.129377,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,12337.129377,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",2,14453.428884,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,10462.061058,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",29,14321.046788,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",37,11783.24399,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",75,6141.5806937,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",35,6259.2328196,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",36,6259.2328196,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",3,8118.7818135,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",6,7080.6776221,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",42,9855.4075363,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",44,9855.4075363,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",19,14138.588366,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",10,9075.9189318,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",27,13693.145325,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",27,12886.448798,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",68,5520.8147771,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",71,5520.8147771,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",32,3414.9268866,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",42,3356.8062138,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",0,4563.5418536,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",65,4117.32521,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",35,4499.6130921,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",31,4499.6130921,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",2,4645.6349932,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",31,3590.0015891,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",36,3590.0015891,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",13,3350.8050102,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,3350.8050102,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",9,4777.1576918,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",2,4335.2030407,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",49,5707.3605722,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",19,5587.9954716,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",16,4837.9103788,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",16,4837.9103788,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",70,2287.0486274,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic asian","male",41,4010.38757,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",45,4010.38757,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",66,4521.0904963,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",23,6768.5359222,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",61,5706.3999841,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",58,5706.3999841,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",20,7403.8400439,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",59,3396.6000075,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,7034.35167,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",44,7034.35167,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",12,7094.4241696,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,8041.467955,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,6185.6705702,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",34,6185.6705702,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,4615.2224004,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",70,4615.2224004,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",45,4061.8463956,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,3798.3076493,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,4093.122307,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",56,4738.3363891,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",48,4738.3363891,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",87,2801.0100834,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",30,7695.0749116,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",67,3494.4413819,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",66,3494.4413819,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",71,3322.610961,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",16,4470.6656963,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",44,6980.684883,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",10,5897.8147059,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",44,7208.6520951,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",67,3143.1939933,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",86,3143.1939933,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",33,12137.756967,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",32,12137.756967,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",40,3108.6624906,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",52,4364.5398565,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",4,5311.7544251,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",29,11800.174449,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",33,11800.174449,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",2,11412.548677,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",9,10522.439375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",56,8990.1344636,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",64,8990.1344636,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",32,9456.9577891,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",45,9081.5942675,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",8,8357.4995276,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",3,10413.647001,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",1,10413.647001,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",56,8106.3722683,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",80,5564.7854482,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",59,12134.704837,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",29,13602.191595,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",64,2594.205385,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",43,4288.8091425,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",62,3517.5777419,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",62,3253.8907551,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,5459.709828,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",75,5459.709828,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",42,9387.6041653,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",41,9387.6041653,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",8,8568.1743229,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",6,11201.815074,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",70,5164.4770886,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",64,5164.4770886,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",54,6805.8719532,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",49,6805.8719532,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",26,5583.3725343,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",22,6594.6290996,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,5248.7531396,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",40,2707.6980009,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",35,2707.6980009,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",14,2960.4920868,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",11,3071.6152723,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",6,3063.0489702,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",35,12751.997607,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",55,6952.0789262,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",33,7369.2815837,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",79,4019.9546187,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",79,4019.9546187,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",27,10431.221871,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",28,9456.3177671,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,5728.4767924,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",77,5803.2063319,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",87,5803.2063319,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",42,9622.0544691,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",42,9622.0544691,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",41,4998.3231767,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",45,4998.3231767,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",7,5529.2526685,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,7009.9056423,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",34,10615.932263,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",45,6389.8149692,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",43,6389.8149692,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",9,6497.0698582,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",7,6339.3922524,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",26,9623.8451847,1,0,0,0,1,0,0,0,0,0,0,0
