"race","x","name","value"
"all","[50,55)","dx_lost_none_to_dead",1015.03905546372
"all","[50,55)","dx_lost_none_to_lost_mom",18955.1493756493
"all","[50,55)","dx_lost_none_to_lost_dad",49202.7344841539
"all","[50,55)","dx_lost_none_to_lost_both",40595.9840424557
"all","[50,55)","dx_lost_mom_to_lost_both",32659.8661658484
"all","[50,55)","dx_lost_dad_to_lost_both",56220.7094697294
"all","[50,55)","ex_lost_none",3.64074429901591
"all","[50,55)","ex_lost_mom",1.57318934121017
"all","[50,55)","ex_lost_dad",5.26251638949168
"all","[50,55)","ex_lost_both",19.9234149960879
"all","[50,55)","ex",30.3998650258056
"all","[50,55)","lx_lost_mom",66455.7685085042
"all","[50,55)","lx_lost_dad",218967.365843208
"all","[50,55)","lx_lost_both",187087.662922021
"all","[50,55)","lx_lost_none",-379830.294748403
"all","[55,60)","lx",90114.9453125
"all","[55,60)","dx",3739.42846679687
"all","[55,60)","Lx",441757.1171875
"all","[55,60)","pr_lost_none",0.214843198785695
"all","[55,60)","pr_lost_mom",0.088516930846338
"all","[55,60)","pr_lost_dad",0.300194064159429
"all","[55,60)","pr_lost_both",0.39644580620854
"all","[55,60)","mx_lost_none_to_lost_mom",0.088516930846338
"all","[55,60)","mx_lost_none_to_lost_dad",0.300194064159429
"all","[55,60)","mx_lost_none_to_lost_both",0.39644580620854
"all","[55,60)","mx_lost_dad_to_lost_both",0.569082854817274
"all","[55,60)","mx_lost_mom_to_lost_both",0.817476840831337
"all","[55,60)","Lx_lost_mom",39102.9841929636
"all","[55,60)","Lx_lost_dad",132612.864379869
"all","[55,60)","Lx_lost_both",175132.756471759
"all","[55,60)","Lx_lost_none",94908.5121429096
"all","[55,60)","dx_lost_mom_to_dead",331.002731000287
"all","[55,60)","dx_lost_dad_to_dead",1122.55422908121
"all","[55,60)","dx_lost_both_to_dead",1482.48073327845
"all","[55,60)","dx_lost_none_to_dead",803.390773436928
"all","[55,60)","dx_lost_none_to_lost_mom",8329.89652054786
"all","[55,60)","dx_lost_none_to_lost_dad",28249.7988421183
"all","[55,60)","dx_lost_none_to_lost_both",37307.5807096731
"all","[55,60)","dx_lost_mom_to_lost_both",31695.1969182969
"all","[55,60)","dx_lost_dad_to_lost_both",74828.8810814189
"all","[55,60)","ex_lost_none",1.73623280471694
"all","[55,60)","ex_lost_mom",1.0833300426966
"all","[55,60)","ex_lost_dad",4.02452981366807
"all","[55,60)","ex_lost_both",19.3455787410157
"all","[55,60)","ex",26.1896714020973
"all","[55,60)","lx_lost_mom",52480.8106131256
"all","[55,60)","lx_lost_dad",211247.913856246
"all","[55,60)","lx_lost_both",315985.450922972
"all","[55,60)","lx_lost_none",-489599.201706126
"all","[60,Inf)","lx",86375.515625
"all","[60,Inf)","dx",86375.5059814453
"all","[60,Inf)","Lx",1918323.68896484
"all","[60,Inf)","pr_lost_none",0.0320863535481545
"all","[60,Inf)","pr_lost_mom",0.0305064487795635
"all","[60,Inf)","pr_lost_dad",0.119926277828273
"all","[60,Inf)","pr_lost_both",0.817480919844011
"all","[60,Inf)","mx_lost_none_to_lost_mom",0.0305064487795635
"all","[60,Inf)","mx_lost_none_to_lost_dad",0.119926277828273
"all","[60,Inf)","mx_lost_none_to_lost_both",0.817480919844011
"all","[60,Inf)","mx_lost_dad_to_lost_both",0.872065972902633
"all","[60,Inf)","mx_lost_mom_to_lost_both",0.964024878307941
"all","[60,Inf)","Lx_lost_mom",58521.2433600292
"all","[60,Inf)","Lx_lost_dad",230057.419687356
"all","[60,Inf)","Lx_lost_both",1568193.01381354
"all","[60,Inf)","Lx_lost_none",61552.012103926
"all","[60,Inf)","dx_lost_mom_to_dead",2635.00994903184
"all","[60,Inf)","dx_lost_dad_to_dead",10358.6929278885
"all","[60,Inf)","dx_lost_both_to_dead",70610.3280817038
"all","[60,Inf)","dx_lost_none_to_dead",2771.47502282139
"all","[60,Inf)","dx_lost_none_to_lost_mom",1793.18544369995
"all","[60,Inf)","dx_lost_none_to_lost_dad",7049.33102088367
"all","[60,Inf)","dx_lost_none_to_lost_both",48051.9675219864
"all","[60,Inf)","dx_lost_mom_to_lost_both",53875.719363126
"all","[60,Inf)","dx_lost_dad_to_lost_both",191591.783896965
"all","[60,Inf)","ex_lost_none",0.712609489605302
"all","[60,Inf)","ex_lost_mom",0.677521204204438
"all","[60,Inf)","ex_lost_dad",2.66345639759943
"all","[60,Inf)","ex_lost_both",18.1555270896658
"all","[60,Inf)","ex",22.2091141810749
"all","[60,Inf)","lx_lost_mom",28784.5074843763
"all","[60,Inf)","lx_lost_dad",163546.277387864
"all","[60,Inf)","lx_lost_both",458334.628899083
"all","[60,Inf)","lx_lost_none",-564289.868551902
"hispanic","[0,5)","lx",1e+05
"hispanic","[0,5)","dx",540.440454483032
"hispanic","[0,5)","Lx",497544.6796875
"hispanic","[0,5)","pr_lost_none",0.998247914026906
"hispanic","[0,5)","pr_lost_mom",0
"hispanic","[0,5)","pr_lost_dad",0.00175208597309424
"hispanic","[0,5)","pr_lost_both",0
"hispanic","[0,5)","mx_lost_none_to_lost_mom",0
"hispanic","[0,5)","mx_lost_none_to_lost_dad",0.00175208597309424
"hispanic","[0,5)","mx_lost_none_to_lost_both",0
"hispanic","[0,5)","mx_lost_dad_to_lost_both",0
"hispanic","[0,5)","mx_lost_mom_to_lost_both",NA
"hispanic","[0,5)","Lx_lost_mom",0
"hispanic","[0,5)","Lx_lost_dad",871.741054268134
"hispanic","[0,5)","Lx_lost_both",0
"hispanic","[0,5)","Lx_lost_none",496672.938633232
"hispanic","[0,5)","dx_lost_mom_to_dead",0
"hispanic","[0,5)","dx_lost_dad_to_dead",0.946898139592396
"hispanic","[0,5)","dx_lost_both_to_dead",0
"hispanic","[0,5)","dx_lost_none_to_dead",539.49355634344
"hispanic","[0,5)","dx_lost_none_to_lost_mom",0
